winner,loser,probability
Dallas Mavericks,Houston Rockets,0.554052374030746
Denver Nuggets,Sacramento Kings,0.5068851556796325
Los Angeles Lakers,Cleveland Cavaliers,0.5843268145692357
Minnesota Timberwolves,Golden State Warriors,0.5343513740214264
New Orleans Pelicans,Utah Jazz,0.5501327502193514
New York Knicks,Toronto Raptors,0.5747919139257893
Houston Rockets,San Antonio Spurs,0.5663053139176837
Memphis Grizzlies,Milwaukee Bucks,0.5932929050582342
Oklahoma City Thunder,Sacramento Kings,0.525140936146374
Portland Trail Blazers,Miami Heat,0.5702017915565778
Atlanta Hawks,Oklahoma City Thunder,0.5628614224999406
Brooklyn Nets,Toronto Raptors,0.5586807992508084
Chicago Bulls,Los Angeles Clippers,0.5446465957028794
Los Angeles Lakers,Denver Nuggets,0.5305391421226409
New Orleans Pelicans,Charlotte Hornets,0.5306959426478246
New York Knicks,Dallas Mavericks,0.5599673654230907
Philadelphia 76ers,Indiana Pacers,0.539811144037466
Phoenix Suns,Cleveland Cavaliers,0.5619591073793945
San Antonio Spurs,Orlando Magic,0.5336835069820736
Utah Jazz,Detroit Pistons,0.5371084242367229
Washington Wizards,Minnesota Timberwolves,0.5677393537848433
Boston Celtics,Washington Wizards,0.6288768661606384
Golden State Warriors,Los Angeles Lakers,0.5258504553368547
Orlando Magic,Milwaukee Bucks,0.5797270327446846
Sacramento Kings,Miami Heat,0.5530112326825931
Atlanta Hawks,Charlotte Hornets,0.5534527863506101
Denver Nuggets,Detroit Pistons,0.5091076049935092
Houston Rockets,Los Angeles Clippers,0.5583327209376172
Indiana Pacers,Toronto Raptors,0.5673337730786744
Memphis Grizzlies,Chicago Bulls,0.5748970677886177
New York Knicks,Philadelphia 76ers,0.5518553902789348
Portland Trail Blazers,Cleveland Cavaliers,0.5923259831373227
San Antonio Spurs,New Orleans Pelicans,0.5415846216668613
Utah Jazz,Phoenix Suns,0.5004062546052435
Golden State Warriors,Sacramento Kings,0.5308375229585224
Los Angeles Lakers,Miami Heat,0.5620894535510977
Oklahoma City Thunder,Los Angeles Clippers,0.5332081178741258
Orlando Magic,Boston Celtics,0.552974970741711
Philadelphia 76ers,Brooklyn Nets,0.5200274995901406
Toronto Raptors,Dallas Mavericks,0.5515964423292079
Brooklyn Nets,Dallas Mavericks,0.543740417901954
Chicago Bulls,Cleveland Cavaliers,0.57598047166759
Memphis Grizzlies,Denver Nuggets,0.5361706544391976
Milwaukee Bucks,Atlanta Hawks,0.5806324569049928
New Orleans Pelicans,Houston Rockets,0.5466222940251654
New York Knicks,Charlotte Hornets,0.5465228985275744
Phoenix Suns,Golden State Warriors,0.5457558505531398
Portland Trail Blazers,Detroit Pistons,0.5554881891373707
San Antonio Spurs,Minnesota Timberwolves,0.5442703646741155
Utah Jazz,Sacramento Kings,0.5348969322384983
Washington Wizards,Indiana Pacers,0.5773898062132615
Los Angeles Clippers,Portland Trail Blazers,0.542129250651232
Minnesota Timberwolves,Houston Rockets,0.5358990619306991
New Orleans Pelicans,Boston Celtics,0.537887992898388
Toronto Raptors,Oklahoma City Thunder,0.547574837484621
Brooklyn Nets,Memphis Grizzlies,0.5348030274440747
Cleveland Cavaliers,Milwaukee Bucks,0.5615708693818617
Indiana Pacers,Los Angeles Lakers,0.5249822868464852
Miami Heat,Denver Nuggets,0.5193060929459371
New York Knicks,Chicago Bulls,0.561870189936155
Philadelphia 76ers,Charlotte Hornets,0.52964720879436
Sacramento Kings,Detroit Pistons,0.5381857649972552
San Antonio Spurs,Golden State Warriors,0.5582341434767658
Boston Celtics,Oklahoma City Thunder,0.5522276930647598
Minnesota Timberwolves,Los Angeles Clippers,0.5189836921104054
New Orleans Pelicans,Dallas Mavericks,0.54421831750606
Orlando Magic,Toronto Raptors,0.5740981550695099
Phoenix Suns,Detroit Pistons,0.5245797420172353
Portland Trail Blazers,Houston Rockets,0.5779176105814702
Utah Jazz,Atlanta Hawks,0.5747938176607056
Brooklyn Nets,Charlotte Hornets,0.5302161037953473
Chicago Bulls,Denver Nuggets,0.5219962828349732
Cleveland Cavaliers,Toronto Raptors,0.5558851077947683
Miami Heat,New York Knicks,0.5433124524877816
Milwaukee Bucks,Los Angeles Clippers,0.5488753647195851
Philadelphia 76ers,Memphis Grizzlies,0.5342348076418727
San Antonio Spurs,Washington Wizards,0.629950320843632
Charlotte Hornets,Memphis Grizzlies,0.5407508209336949
Dallas Mavericks,Utah Jazz,0.5575518662115909
Houston Rockets,Detroit Pistons,0.5525330646179498
New Orleans Pelicans,Los Angeles Lakers,0.5166857000395786
Orlando Magic,Philadelphia 76ers,0.5511534315691662
Sacramento Kings,Atlanta Hawks,0.5758527119221101
Chicago Bulls,Milwaukee Bucks,0.5794951095012356
Phoenix Suns,Cleveland Cavaliers,0.5161612970852429
Golden State Warriors,Atlanta Hawks,0.5708032194225044
Indiana Pacers,Los Angeles Clippers,0.5380276364891867
New York Knicks,Minnesota Timberwolves,0.546874941635259
Oklahoma City Thunder,Miami Heat,0.5422352374434547
Portland Trail Blazers,Boston Celtics,0.5693111795110605
San Antonio Spurs,Utah Jazz,0.5632578454382811
Toronto Raptors,Brooklyn Nets,0.5285064691838137
Washington Wizards,Denver Nuggets,0.5439893261268822
Dallas Mavericks,Charlotte Hornets,0.5381665082723182
Detroit Pistons,Chicago Bulls,0.5504260678936991
Houston Rockets,New Orleans Pelicans,0.556945441859722
Memphis Grizzlies,Los Angeles Lakers,0.5457627501452463
Orlando Magic,Phoenix Suns,0.5023613380935805
Philadelphia 76ers,Minnesota Timberwolves,0.5300010862901693
Brooklyn Nets,Cleveland Cavaliers,0.5608135496933014
Golden State Warriors,Utah Jazz,0.5592043502423293
Houston Rockets,Atlanta Hawks,0.5899214605621533
Indiana Pacers,Miami Heat,0.5470407288384885
Milwaukee Bucks,San Antonio Spurs,0.556883186144968
Oklahoma City Thunder,Portland Trail Blazers,0.5267950468603156
Sacramento Kings,Boston Celtics,0.552112979389189
Toronto Raptors,Los Angeles Clippers,0.5371679449324116
Washington Wizards,New York Knicks,0.5677889431892957
Charlotte Hornets,New York Knicks,0.5365751919090969
Detroit Pistons,Los Angeles Lakers,0.5210119604601102
Minnesota Timberwolves,Memphis Grizzlies,0.5245241458601423
Philadelphia 76ers,Denver Nuggets,0.5059818161415363
Phoenix Suns,Boston Celtics,0.5385654733117968
Golden State Warriors,Indiana Pacers,0.5499624942824449
Houston Rockets,Chicago Bulls,0.5745160367260398
Los Angeles Clippers,Milwaukee Bucks,0.5832916272841827
Miami Heat,Cleveland Cavaliers,0.5733457744139775
New Orleans Pelicans,Portland Trail Blazers,0.5233367039333908
Sacramento Kings,Dallas Mavericks,0.5584084181843988
Toronto Raptors,Denver Nuggets,0.5144772492348617
Washington Wizards,San Antonio Spurs,0.5744007365557836
Charlotte Hornets,Cleveland Cavaliers,0.5666982262883027
Los Angeles Lakers,Dallas Mavericks,0.5674627592450224
Memphis Grizzlies,Portland Trail Blazers,0.552360282845757
Minnesota Timberwolves,Atlanta Hawks,0.551124154694831
Orlando Magic,Brooklyn Nets,0.5362408983888031
Philadelphia 76ers,New York Knicks,0.5300514214116193
Phoenix Suns,Los Angeles Clippers,0.5304338011249936
Utah Jazz,Boston Celtics,0.5510410252084886
Detroit Pistons,Washington Wizards,0.6215532064242693
Golden State Warriors,Milwaukee Bucks,0.5738372092321143
Miami Heat,Chicago Bulls,0.5582805502052895
Sacramento Kings,Indiana Pacers,0.5550660544221754
San Antonio Spurs,Oklahoma City Thunder,0.553365395307814
Atlanta Hawks,Philadelphia 76ers,0.5587695784503893
Cleveland Cavaliers,New Orleans Pelicans,0.5250485473517957
Dallas Mavericks,Minnesota Timberwolves,0.5385195608342654
Houston Rockets,Phoenix Suns,0.5159517136196938
Los Angeles Lakers,Milwaukee Bucks,0.5878217779326426
Oklahoma City Thunder,Denver Nuggets,0.5105001948171048
Orlando Magic,Chicago Bulls,0.5611714440873432
Portland Trail Blazers,Los Angeles Clippers,0.5612799559335814
Utah Jazz,Memphis Grizzlies,0.5484472240454776
Boston Celtics,Toronto Raptors,0.5710953845667974
Miami Heat,Brooklyn Nets,0.5333223493085932
New York Knicks,Detroit Pistons,0.5397572626048416
Sacramento Kings,Golden State Warriors,0.5592650091680936
Washington Wizards,Charlotte Hornets,0.5673906976487105
Atlanta Hawks,Orlando Magic,0.5432525979917874
Brooklyn Nets,Detroit Pistons,0.5234193325776285
Chicago Bulls,Washington Wizards,0.6315144979181865
Charlotte Hornets,Philadelphia 76ers,0.5415237817928527
Cleveland Cavaliers,Dallas Mavericks,0.5409278519265163
Denver Nuggets,Milwaukee Bucks,0.5502200562045306
Phoenix Suns,Golden State Warriors,0.5036707284248161
Los Angeles Clippers,Indiana Pacers,0.5595400215204525
Los Angeles Lakers,Sacramento Kings,0.5451145884731826
Minnesota Timberwolves,Utah Jazz,0.5394225878605963
New Orleans Pelicans,Oklahoma City Thunder,0.5401857020081784
Portland Trail Blazers,Memphis Grizzlies,0.5667399396112692
San Antonio Spurs,Houston Rockets,0.5597678496481517
Chicago Bulls,Charlotte Hornets,0.5455834936307566
Cleveland Cavaliers,Toronto Raptors,0.5558851077947683
Dallas Mavericks,Portland Trail Blazers,0.5308208489389646
Denver Nuggets,Indiana Pacers,0.5261148824040525
Houston Rockets,Washington Wizards,0.6442948826864616
Los Angeles Clippers,San Antonio Spurs,0.5565216714134752
Miami Heat,Atlanta Hawks,0.5738377672333239
Milwaukee Bucks,Boston Celtics,0.5569544227637931
New York Knicks,Orlando Magic,0.5362970405124634
Oklahoma City Thunder,Golden State Warriors,0.5485166932031448
Philadelphia 76ers,Brooklyn Nets,0.5200274995901406
Phoenix Suns,Sacramento Kings,0.5223616225484823
Utah Jazz,Los Angeles Lakers,0.5299148030152255
Atlanta Hawks,Miami Heat,0.5614796090190759
Detroit Pistons,Philadelphia 76ers,0.5403636711121357
Los Angeles Lakers,San Antonio Spurs,0.5611238757388761
New Orleans Pelicans,Memphis Grizzlies,0.5352822875392068
Orlando Magic,Dallas Mavericks,0.5592679652995604
Toronto Raptors,Boston Celtics,0.5452829704895047
Cleveland Cavaliers,Washington Wizards,0.6143319086226834
Denver Nuggets,Minnesota Timberwolves,0.51627448942667
Houston Rockets,Portland Trail Blazers,0.5519747938509626
Indiana Pacers,Golden State Warriors,0.5533105653072191
Milwaukee Bucks,Brooklyn Nets,0.5402454634181401
Utah Jazz,Los Angeles Clippers,0.5429426260094564
Boston Celtics,Chicago Bulls,0.5581476795210071
Detroit Pistons,Dallas Mavericks,0.5485134789427178
Los Angeles Lakers,Minnesota Timberwolves,0.5544158897552149
Memphis Grizzlies,Sacramento Kings,0.5507193215224836
New York Knicks,Miami Heat,0.5545740350334644
Orlando Magic,Charlotte Hornets,0.5458194614549099
Philadelphia 76ers,Cleveland Cavaliers,0.5602509767263402
Phoenix Suns,New Orleans Pelicans,0.529032809976532
Toronto Raptors,Indiana Pacers,0.54824423107311
Washington Wizards,Atlanta Hawks,0.5978890710541035
Chicago Bulls,Brooklyn Nets,0.5360041845378302
Golden State Warriors,New Orleans Pelicans,0.5374951450125983
Houston Rockets,Oklahoma City Thunder,0.5686458694643142
Los Angeles Clippers,Denver Nuggets,0.5258872048201738
New York Knicks,Milwaukee Bucks,0.5804183238036833
San Antonio Spurs,Portland Trail Blazers,0.5365850328474842
Boston Celtics,Atlanta Hawks,0.5737060028970249
Charlotte Hornets,Indiana Pacers,0.546315394864057
Los Angeles Lakers,Utah Jazz,0.5733120512777151
Memphis Grizzlies,Detroit Pistons,0.552918462331249
Philadelphia 76ers,Dallas Mavericks,0.5431737898021279
Phoenix Suns,Golden State Warriors,0.5457558505531398
Toronto Raptors,Orlando Magic,0.5278554958191095
Brooklyn Nets,Chicago Bulls,0.5456564782069849
Denver Nuggets,Portland Trail Blazers,0.5085433453743772
Detroit Pistons,Toronto Raptors,0.563423056665516
Los Angeles Clippers,New Orleans Pelicans,0.5471195087543549
Miami Heat,Oklahoma City Thunder,0.5523609162170323
Milwaukee Bucks,Orlando Magic,0.539596578554065
Minnesota Timberwolves,Memphis Grizzlies,0.5245241458601423
New York Knicks,Cleveland Cavaliers,0.5769057685489406
San Antonio Spurs,Sacramento Kings,0.534934932202213
Atlanta Hawks,Philadelphia 76ers,0.5587695784503893
Phoenix Suns,Dallas Mavericks,0.5053459143295409
Indiana Pacers,Charlotte Hornets,0.538966625125902
Los Angeles Lakers,Houston Rockets,0.5698410406682567
Utah Jazz,Golden State Warriors,0.5581964749537888
Washington Wizards,Boston Celtics,0.5744713089128085
Boston Celtics,Brooklyn Nets,0.53318824859233
Chicago Bulls,Detroit Pistons,0.5388156692255758
Cleveland Cavaliers,New York Knicks,0.5277970540689984
Los Angeles Clippers,Los Angeles Lakers,0.5355077306845083
Miami Heat,Toronto Raptors,0.5712273527532291
Denver Nuggets,Minnesota Timberwolves,0.5037624441640021
New Orleans Pelicans,San Antonio Spurs,0.5378162346304071
Oklahoma City Thunder,Memphis Grizzlies,0.538730351636585
Orlando Magic,Washington Wizards,0.6317359632131975
Philadelphia 76ers,Milwaukee Bucks,0.5637972547958482
Portland Trail Blazers,Utah Jazz,0.5813713275070594
Sacramento Kings,Houston Rockets,0.560797952207263
